SKU_ID,SKU_Name,Category,ABC_Class,Supplier_ID,Supplier_Name,Warehouse_ID,Warehouse_Location,Batch_ID,Received_Date,Last_Purchase_Date,Expiry_Date,Stock_Age_Days,Quantity_On_Hand,Quantity_Reserved,Quantity_Committed,Damaged_Qty,Returns_Qty,Avg_Daily_Sales,Forecast_Next_30d,Days_of_Inventory,Reorder_Point,Safety_Stock,Lead_Time_Days,Unit_Cost_USD,Last_Purchase_Price_USD,Total_Inventory_Value_USD,SKU_Churn_Rate,Order_Frequency_per_month,Supplier_OnTime_Pct,FIFO_FEFO,Inventory_Status,Count_Variance,Audit_Date,Audit_Variance_Pct,Demand_Forecast_Accuracy_Pct,Notes
SKU0307,Bakery Product 77,Bakery,B,S003,PT Prima Distribusi,WHJKT,Jakarta - Cengkareng,BATCH7870,21/04/2025,07/04/2025,28/04/2025,141,633,55,32,1,2,"48,02",1.054,"13,18",217,73,3,"$2,94","$2,65","$1.859,31","2,28","26,00","79,54%",FEFO,Expiring Soon,3,09/08/2025,"5,22%","88,69%",
SKU0308,Beverages Product 139,Beverages,C,S002,PT Indo Fresh,WHDPS,Denpasar - Tabanan,BATCH9225,06/06/2025,24/04/2025,05/02/2027,95,488,58,119,2,0,"58,54",1.9,"8,34",273,97,3,"$1,63","$1,78","$797,25","3,60","25,00","81,10%",FIFO,In Stock,5,18/08/2025,1%,"97,04%",
SKU0309,Frozen Product 24,Frozen,A,S007,PT Bakerindo,WHJKT,Jakarta - Cengkareng,BATCH6090,13/05/2025,23/04/2025,20/01/2026,119,329,58,39,1,0,"26,15",763,"12,58",118,40,3,"$7,48","$7,61","$2.460,62","2,38","11,00","93,81%",FIFO,In Stock,3,01/07/2025,"-9,02%","71,46%",
SKU0310,Bakery Product 150,Bakery,C,S010,PT DailyDairy,WHSBY,Surabaya - Sidoarjo,BATCH8600,03/04/2025,11/03/2025,06/04/2025,159,112,9,14,1,0,"10,82",266,"10,35",123,47,7,"$2,33","$2,24","$261,13","2,90","4,00","84,31%",FEFO,Low Stock,1,15/08/2025,"-9,27%","74,11%",
SKU0311,Pantry Product 408,Pantry,A,S004,PT Nusantara Supplier,WHBDG,Bandung - Rancaekek,BATCH1391,08/09/2025,25/08/2025,25/12/2028,1,291,37,50,4,1,"24,73",670,"11,77",190,66,5,"$8,25","$7,71","$2.400,81","2,55","14,00","95,52%",FEFO,In Stock,5,20/06/2025,"3,32%","94,46%",
SKU0312,Household Product 487,Household,C,S006,PT Frozen Express,WHJKT,Jakarta - Cengkareng,BATCH6038,25/03/2025,19/03/2025,03/05/2028,168,35,2,2,3,0,"4,39",163,"7,97",7,3,1,"$6,75","$7,04","$236,32","3,76","3,00","73,84%",FIFO,In Stock,-3,04/07/2025,"-1,16%","88,76%",
SKU0313,Bakery Product 493,Bakery,C,S001,PT Segar Makmur,WHBDG,Bandung - Rancaekek,BATCH1719,30/06/2025,03/05/2025,02/07/2025,71,265,155,110,6,2,"57,12",1.612,"4,64",430,144,5,"$1,71","$1,86","$453,07","6,47","22,00","93,57%",FIFO,Low Stock,7,05/07/2025,"-9,65%","71,30%",
SKU0314,Personal Product 235,Personal Care,B,S002,PT Indo Fresh,WHDPS,Denpasar - Tabanan,BATCH3187,16/08/2025,07/07/2025,16/06/2029,24,66,11,36,2,0,"10,97",388,"6,02",51,18,3,"$20,14","$19,65","$1.328,91","4,99","3,00","84,70%",FEFO,In Stock,0,31/08/2025,"-9,5%","70,15%",
SKU0315,Fresh Product 340,Fresh Produce,C,S003,PT Prima Distribusi,WHBDG,Bandung - Rancaekek,BATCH6161,27/06/2025,29/04/2025,04/07/2025,74,254,25,27,4,1,"21,37",483,"11,89",131,46,4,"$1,27","$1,16","$321,34","2,52","8,00","86,61%",FEFO,Expiring Soon,-4,12/06/2025,"6,55%","72,82%",
SKU0316,Seafood Product 232,Seafood,C,S005,PT Agro Raya,WHBDG,Bandung - Rancaekek,BATCH3230,21/08/2025,03/07/2025,27/08/2025,19,15,2,1,3,1,"1,11",25,"13,51",12,6,5,"$14,27","$14,30","$214,04","2,22","3,00","99,48%",FIFO,Expiring Soon,0,21/08/2025,"-4,25%","60,05%",Fragile
SKU0317,Frozen Product 209,Frozen,C,S002,PT Indo Fresh,WHDPS,Denpasar - Tabanan,BATCH8404,10/06/2025,22/05/2025,29/01/2026,91,136,26,37,0,0,"15,46",567,"8,80",236,81,10,"$3,01","$2,88","$409,07","3,41","7,00","80,47%",FEFO,Low Stock,-2,07/08/2025,"7,63%","84,17%",
SKU0318,Fresh Product 414,Fresh Produce,B,S005,PT Agro Raya,WHDPS,Denpasar - Tabanan,BATCH6370,30/08/2025,21/08/2025,05/09/2025,10,621,46,81,1,1,"42,74",1.093,"14,53",262,91,4,"$1,36","$1,27","$844,68","2,06","11,00","72,91%",FIFO,Expiring Soon,1,09/08/2025,"-7,87%","97,93%",
SKU0319,Bakery Product 26,Bakery,B,S005,PT Agro Raya,WHSBY,Surabaya - Sidoarjo,BATCH7625,27/07/2025,03/06/2025,29/07/2025,44,554,8,93,1,0,"45,07",1.138,"12,29",954,323,14,"$2,53","$2,49","$1.401,23","2,44","16,00","98,77%",FEFO,Low Stock,1,30/06/2025,"-3,67%","95,44%",
SKU0320,Meat Product 237,Meat,B,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH2010,09/08/2025,17/06/2025,14/08/2025,31,80,25,21,0,1,"10,18",327,"7,86",48,17,3,"$11,64","$10,74","$931,25","3,82","4,00","72,52%",FIFO,Expiring Soon,-3,24/08/2025,"0,23%","66,06%",
SKU0321,Bakery Product 352,Bakery,C,S002,PT Indo Fresh,WHDPS,Denpasar - Tabanan,BATCH2228,12/04/2025,11/04/2025,16/04/2025,150,74,2,12,2,1,"15,97",597,"4,63",55,23,2,"$3,68","$4,15","$272,55","6,47","4,00","85,70%",FIFO,Expiring Soon,0,15/08/2025,"5,63%","84,09%",
SKU0322,Frozen Product 66,Frozen,C,S002,PT Indo Fresh,WHSBY,Surabaya - Sidoarjo,BATCH8552,09/08/2025,06/08/2025,15/02/2026,31,234,15,31,0,2,"20,86",506,"11,22",36,15,1,"$3,12","$3,07","$730,90","2,67","3,00","72,22%",FIFO,In Stock,1,28/06/2025,"-3,43%","78,45%",
SKU0323,Beverages Product 255,Beverages,A,S001,PT Segar Makmur,WHMDN,Medan - Deli Serdang,BATCH3831,19/03/2025,25/02/2025,08/08/2028,174,2,151,139,0,0,"85,74",2.618,"18,47",902,302,7,"$4,38","$4,47","$6.934,91","1,62","32,00","88,55%",FIFO,In Stock,4,17/08/2025,"-7,77%","78,30%",
SKU0324,Frozen Product 77,Frozen,B,S001,PT Segar Makmur,WHDPS,Denpasar - Tabanan,BATCH5026,04/04/2025,22/02/2025,07/03/2026,158,180,44,38,1,2,"38,73",1.34,"4,65",586,199,10,"$6,34","$5,80","$1.141,18","6,45","14,00","93,96%",FEFO,Low Stock,3,08/07/2025,"8,54%","85,55%",
SKU0325,Pantry Product 32,Pantry,B,S002,PT Indo Fresh,WHSBY,Surabaya - Sidoarjo,BATCH7868,03/06/2025,22/05/2025,11/03/2027,98,108,15,0,0,0,"5,99",187,"18,03",51,21,5,"$13,03","$13,86","$1.407,29","1,66","4,00","70,14%",FIFO,In Stock,-2,21/06/2025,"0,23%","74,54%",
SKU0326,Pantry Product 10,Pantry,C,S007,PT Bakerindo,WHSBY,Surabaya - Sidoarjo,BATCH8940,10/05/2025,18/04/2025,29/05/2029,122,69,25,23,3,0,"9,42",362,"7,32",62,24,4,"$1,36","$1,33","$94,12","4,10","7,00","72,23%",FEFO,In Stock,0,22/07/2025,"-2,5%","95,46%",
SKU0327,Fresh Product 306,Fresh Produce,C,S004,PT Nusantara Supplier,WHJKT,Jakarta - Cengkareng,BATCH8728,30/06/2025,28/05/2025,03/07/2025,71,433,147,58,1,0,"53,20",1.917,"8,14",248,88,3,"$1,57","$1,43","$679,59","3,69","16,00","83,89%",FEFO,Expiring Soon,-3,27/06/2025,"-6,12%","92,02%",
SKU0328,Personal Product 52,Personal Care,C,S004,PT Nusantara Supplier,WHBDG,Bandung - Rancaekek,BATCH1916,03/07/2025,16/05/2025,29/06/2029,68,15,3,2,1,1,"1,75",49,"8,57",16,7,5,"$4,19","$4,51","$62,81","3,50","2,00","80,21%",FIFO,Low Stock,2,28/06/2025,"6,42%","74,01%",
SKU0329,Household Product 182,Household,C,S003,PT Prima Distribusi,WHBDG,Bandung - Rancaekek,BATCH6210,11/07/2025,21/05/2025,05/11/2029,60,15,8,7,0,1,"2,92",100,"5,14",13,10,1,"$16,80","$18,91","$252,00","5,84","3,00","72,25%",FEFO,In Stock,2,26/06/2025,"-8,53%","71,77%",Promotional item
SKU0330,Personal Product 289,Personal Care,A,S003,PT Prima Distribusi,WHDPS,Denpasar - Tabanan,BATCH9882,23/07/2025,04/07/2025,26/04/2029,48,119,43,12,0,1,"15,81",500,"7,53",168,57,7,"$18,40","$21,14","$2.189,33","3,99","3,00","90,30%",FIFO,Low Stock,6,09/07/2025,"-6,93%","79,22%",Seasonal SKU
SKU0331,Meat Product 113,Meat,A,S001,PT Segar Makmur,WHDPS,Denpasar - Tabanan,BATCH6435,10/05/2025,13/03/2025,15/05/2025,122,301,29,31,0,1,"32,22",1.198,"9,34",154,57,3,"$9,74","$9,96","$2.932,52","3,21","18,00","89,97%",FIFO,Expiring Soon,2,24/08/2025,"-7,61%","94,61%",
SKU0332,Dairy Product 411,Dairy,C,S006,PT Frozen Express,WHJKT,Jakarta - Cengkareng,BATCH3320,04/09/2025,17/07/2025,15/09/2025,5,86,21,2,0,0,"10,47",268,"8,21",32,11,2,"$3,29","$2,97","$283,05","3,65","3,00","87,41%",FIFO,Expiring Soon,0,04/07/2025,"-9,61%","75,46%",
SKU0333,Personal Product 192,Personal Care,B,S007,PT Bakerindo,WHDPS,Denpasar - Tabanan,BATCH5944,15/08/2025,26/07/2025,04/07/2028,25,128,14,7,1,0,"7,79",165,"16,43",29,13,2,"$13,25","$14,69","$1.695,56","1,83","4,00","70,83%",FIFO,In Stock,0,20/08/2025,"-9,13%","67,65%",
SKU0334,Bakery Product 328,Bakery,B,S008,PT Hygienic Supplies,WHSBY,Surabaya - Sidoarjo,BATCH6846,27/07/2025,13/07/2025,03/08/2025,44,1,85,82,0,1,"62,06",2.167,"16,47",190,66,2,"$1,36","$1,49","$1.386,45","1,82","26,00","72,43%",FIFO,Expiring Soon,2,23/07/2025,"-3,78%","78,69%",
SKU0335,Beverages Product 66,Beverages,C,S003,PT Prima Distribusi,WHJKT,Jakarta - Cengkareng,BATCH7415,14/03/2025,19/01/2025,30/05/2029,179,42,16,16,1,2,"8,84",261,"4,75",60,25,4,"$6,17","$6,73","$259,23","6,31","1,00","88,41%",FIFO,Low Stock,0,17/08/2025,"-9,9%","81,72%",
SKU0336,Personal Product 496,Personal Care,A,S010,PT DailyDairy,WHBDG,Bandung - Rancaekek,BATCH2705,30/03/2025,30/01/2025,31/05/2029,163,150,45,57,0,2,"22,39",656,"6,70",72,27,2,"$15,76","$17,70","$2.364,69","4,48","10,00","77,13%",FEFO,In Stock,-3,22/08/2025,"-4,59%","71,95%",
SKU0337,Fresh Product 178,Fresh Produce,B,S006,PT Frozen Express,WHBDG,Bandung - Rancaekek,BATCH6500,31/03/2025,03/03/2025,04/04/2025,162,1,95,103,0,0,"71,51",2.127,"15,51",1.51,509,14,"$1,36","$1,38","$1.511,12","1,93","24,00","74,28%",FIFO,Low Stock,-2,07/08/2025,"-2,04%","78,16%",
SKU0338,Beverages Product 180,Beverages,A,S005,PT Agro Raya,WHJKT,Jakarta - Cengkareng,BATCH7323,09/09/2025,12/08/2025,16/12/2026,0,1,141,202,1,0,"91,62",2.779,"11,19",1.378,462,10,"$2,19","$2,04","$2.241,88","2,68","42,00","77,46%",FEFO,Low Stock,1,19/08/2025,"5,32%","64,28%",
SKU0339,Frozen Product 194,Frozen,C,S006,PT Frozen Express,WHDPS,Denpasar - Tabanan,BATCH8855,05/06/2025,16/04/2025,27/12/2025,96,186,69,19,0,0,"20,39",785,"9,12",98,37,3,"$3,85","$4,21","$715,45","3,29","9,00","92,56%",FIFO,In Stock,-2,20/08/2025,"-7,93%","76,67%",
SKU0340,Household Product 18,Household,C,S005,PT Agro Raya,WHJKT,Jakarta - Cengkareng,BATCH2715,20/06/2025,16/06/2025,06/12/2027,81,108,29,11,0,1,"17,86",467,"6,05",190,65,7,"$6,05","$6,69","$653,55","4,96","10,00","71,49%",FEFO,Low Stock,1,19/08/2025,"8,11%","61,79%",
SKU0341,Dairy Product 39,Dairy,C,S009,PT Beverage Nusantara,WHJKT,Jakarta - Cengkareng,BATCH8909,15/06/2025,01/05/2025,11/07/2025,86,154,71,83,0,0,"44,06",1.279,"3,50",74,30,1,"$0,94","$1,02","$144,82","8,58","10,00","74,35%",FIFO,Expiring Soon,-3,16/07/2025,"-8,41%","94,03%",
SKU0342,Dairy Product 456,Dairy,C,S007,PT Bakerindo,WHBDG,Bandung - Rancaekek,BATCH6424,27/08/2025,14/08/2025,06/09/2025,13,47,27,7,0,1,"7,09",192,"6,63",12,5,1,"$0,90","$0,92","$42,07","4,53","2,00","88,96%",FIFO,Expiring Soon,0,19/07/2025,"6,5%","96,55%",
SKU0343,Beverages Product 374,Beverages,A,S009,PT Beverage Nusantara,WHSBY,Surabaya - Sidoarjo,BATCH5872,24/03/2025,09/03/2025,21/10/2027,169,434,297,6,0,1,"89,79",3.161,"4,83",405,136,3,"$4,78","$4,35","$2.076,21","6,21","46,00","78,95%",FIFO,In Stock,2,03/09/2025,"8,27%","61,19%",
SKU0344,Pantry Product 252,Pantry,C,S003,PT Prima Distribusi,WHJKT,Jakarta - Cengkareng,BATCH8005,09/06/2025,04/06/2025,16/06/2026,92,20,11,0,1,1,"2,93",92,"6,83",25,10,5,"$5,63","$5,34","$112,60","4,40","4,00","76,90%",FEFO,Low Stock,8,17/06/2025,"-5,71%","68,18%",
SKU0345,Frozen Product 50,Frozen,C,S001,PT Segar Makmur,WHBDG,Bandung - Rancaekek,BATCH5781,28/07/2025,23/07/2025,06/07/2026,43,176,61,20,2,3,"14,89",502,"11,82",112,38,5,"$1,35","$1,39","$237,34","2,54","3,00","86,06%",FEFO,In Stock,1,26/08/2025,"-4,64%","95,74%",
SKU0346,Bakery Product 251,Bakery,C,S005,PT Agro Raya,WHJKT,Jakarta - Cengkareng,BATCH7349,29/03/2025,18/03/2025,04/04/2025,164,603,95,58,0,0,"53,95",1.633,"11,18",329,113,4,"$1,09","$1,03","$656,97","2,68","21,00","78,79%",FEFO,Expiring Soon,5,23/07/2025,"4,63%","64,02%",
SKU0347,Frozen Product 135,Frozen,C,S008,PT Hygienic Supplies,WHMDN,Medan - Deli Serdang,BATCH5400,04/07/2025,29/05/2025,26/02/2026,67,116,24,3,0,0,"16,32",545,"7,11",126,44,5,"$3,96","$3,99","$459,10","4,22","6,00","93,90%",FIFO,Low Stock,-2,21/08/2025,"-6,5%","72,37%",
SKU0348,Beverages Product 44,Beverages,B,S006,PT Frozen Express,WHDPS,Denpasar - Tabanan,BATCH4727,27/05/2025,22/04/2025,15/09/2029,105,329,78,63,3,0,"29,27",652,"11,24",137,49,3,"$4,39","$4,59","$1.442,76","2,67","11,00","75,55%",FIFO,In Stock,5,22/07/2025,"0,26%","63,40%",
SKU0349,Bakery Product 275,Bakery,C,S008,PT Hygienic Supplies,WHDPS,Denpasar - Tabanan,BATCH5896,11/07/2025,06/07/2025,16/07/2025,60,196,59,23,0,2,"12,95",473,"15,14",44,18,2,"$2,79","$2,81","$546,06","1,98","4,00","92,23%",FEFO,Expiring Soon,1,05/09/2025,"6,35%","60,21%",
SKU0350,Personal Product 410,Personal Care,A,S010,PT DailyDairy,WHDPS,Denpasar - Tabanan,BATCH8357,03/08/2025,23/07/2025,06/04/2027,37,231,51,36,1,0,"19,53",512,"11,83",68,29,2,"$23,90","$24,25","$5.521,89","2,54","12,00","78,60%",FIFO,In Stock,-1,13/08/2025,"3,54%","97,38%",
SKU0351,Dairy Product 217,Dairy,C,S002,PT Indo Fresh,WHMDN,Medan - Deli Serdang,BATCH3422,20/07/2025,28/05/2025,16/08/2025,51,210,34,47,1,0,"20,58",595,"10,20",40,19,1,"$1,88","$2,10","$393,90","2,94","9,00","86,80%",FEFO,Expiring Soon,1,31/07/2025,"-1,07%","78,86%",
SKU0352,Personal Product 35,Personal Care,C,S002,PT Indo Fresh,WHMDN,Medan - Deli Serdang,BATCH6343,20/04/2025,25/02/2025,11/07/2028,142,36,2,7,1,1,"2,88",106,"12,50",9,6,1,"$21,57","$23,69","$776,50","2,40","1,00","76,62%",FEFO,In Stock,0,05/07/2025,"-5,5%","81,34%",
SKU0353,Household Product 403,Household,B,S010,PT DailyDairy,WHDPS,Denpasar - Tabanan,BATCH2843,29/04/2025,03/04/2025,04/09/2028,133,187,68,40,6,0,"19,27",657,"9,70",153,57,5,"$10,13","$9,26","$1.894,33","3,09","7,00","76,63%",FIFO,In Stock,-5,22/08/2025,"-2,61%","73,48%",
SKU0354,Pantry Product 494,Pantry,A,S002,PT Indo Fresh,WHJKT,Jakarta - Cengkareng,BATCH5687,18/04/2025,22/02/2025,10/11/2026,144,352,67,10,3,0,"25,37",972,"13,87",123,47,3,"$7,65","$8,56","$2.693,82","2,16","11,00","76,87%",FEFO,In Stock,-5,19/07/2025,"5,44%","77,44%",
SKU0355,Pantry Product 293,Pantry,A,S010,PT DailyDairy,WHMDN,Medan - Deli Serdang,BATCH5512,31/08/2025,06/08/2025,18/08/2027,9,256,42,4,0,0,"24,82",946,"10,31",119,45,3,"$8,73","$9,68","$2.235,47","2,91","14,00","76,55%",FIFO,In Stock,-2,22/06/2025,"-4,5%","83,65%",
SKU0356,Beverages Product 20,Beverages,A,S007,PT Bakerindo,WHSBY,Surabaya - Sidoarjo,BATCH1807,17/03/2025,29/01/2025,16/07/2027,176,779,118,63,0,2,"61,62",2.308,"12,64",190,67,2,"$6,63","$6,47","$5.166,41","2,37","23,00","96,20%",FEFO,In Stock,3,06/08/2025,"-6,48%","91,94%",
SKU0357,Fresh Product 419,Fresh Produce,B,S005,PT Agro Raya,WHSBY,Surabaya - Sidoarjo,BATCH2609,30/06/2025,06/05/2025,10/07/2025,71,422,65,35,0,1,"40,47",1.506,"10,43",304,102,5,"$2,15","$2,21","$907,00","2,88","14,00","79,60%",FIFO,Expiring Soon,0,23/08/2025,"3,01%","88,53%",
SKU0358,Beverages Product 397,Beverages,A,S006,PT Frozen Express,WHSBY,Surabaya - Sidoarjo,BATCH2462,26/05/2025,14/05/2025,15/10/2029,106,644,115,63,1,0,"67,40",2.333,"9,55",110,43,1,"$7,87","$9,00","$5.069,63","3,14","17,00","90,22%",FEFO,In Stock,0,13/08/2025,"-9,07%","84,33%",
SKU0359,Bakery Product 249,Bakery,C,S009,PT Beverage Nusantara,WHSBY,Surabaya - Sidoarjo,BATCH3604,26/08/2025,22/08/2025,01/09/2025,14,46,12,8,0,0,"4,34",140,"10,60",18,9,2,"$3,23","$3,44","$148,42","2,83","2,00","78,18%",FEFO,Expiring Soon,1,11/06/2025,"-0,46%","89,56%",
SKU0360,Dairy Product 436,Dairy,B,S009,PT Beverage Nusantara,WHDPS,Denpasar - Tabanan,BATCH4158,02/09/2025,08/07/2025,14/09/2025,7,363,121,78,0,1,"42,49",1.363,"8,54",639,214,10,"$2,86","$2,94","$1.037,09","3,51","18,00","79,03%",FIFO,Low Stock,4,02/09/2025,"1,56%","78,33%",
SKU0361,Frozen Product 471,Frozen,C,S006,PT Frozen Express,WHBDG,Bandung - Rancaekek,BATCH8605,01/07/2025,30/05/2025,01/04/2026,70,47,13,11,2,1,"5,47",125,"8,59",44,17,5,"$6,86","$7,63","$322,65","3,49","4,00","70,19%",FEFO,In Stock,0,20/06/2025,"7,95%","61,27%",
SKU0362,Beverages Product 124,Beverages,C,S006,PT Frozen Express,WHMDN,Medan - Deli Serdang,BATCH3909,10/04/2025,14/02/2025,09/10/2028,152,31,4,0,1,0,"3,55",78,"8,73",26,12,4,"$3,94","$3,69","$122,15","3,44","1,00","73,23%",FEFO,In Stock,-1,26/06/2025,"3,91%","75,48%",
SKU0363,Seafood Product 429,Seafood,A,S005,PT Agro Raya,WHJKT,Jakarta - Cengkareng,BATCH7333,29/06/2025,26/06/2025,02/07/2025,72,266,38,32,1,0,"27,92",691,"9,53",299,104,7,"$9,37","$8,76","$2.492,79","3,15","8,00","91,88%",FIFO,Low Stock,5,28/06/2025,"-9,98%","85,28%",
SKU0364,Dairy Product 114,Dairy,B,S004,PT Nusantara Supplier,WHBDG,Bandung - Rancaekek,BATCH7709,03/07/2025,01/06/2025,30/07/2025,68,485,45,52,0,0,"40,76",915,"11,90",129,47,2,"$1,77","$2,02","$857,67","2,52","16,00","83,86%",FIFO,Expiring Soon,-3,14/06/2025,"2,05%","81,93%",High return rate
SKU0365,Pantry Product 308,Pantry,B,S001,PT Segar Makmur,WHBDG,Bandung - Rancaekek,BATCH6004,07/07/2025,23/05/2025,03/12/2029,64,123,32,10,3,0,"9,66",364,"12,73",151,54,10,"$12,91","$11,72","$1.588,10","2,36","4,00","89,24%",FEFO,Low Stock,4,17/07/2025,"7,58%","60,93%",
SKU0366,Household Product 236,Household,C,S005,PT Agro Raya,WHBDG,Bandung - Rancaekek,BATCH9530,13/05/2025,22/03/2025,21/01/2028,119,6,1,2,0,4,"1,01",30,"5,94",6,4,2,"$14,68","$14,09","$88,07","5,05","2,00","89,27%",FEFO,Low Stock,1,27/06/2025,"-1,7%","73,78%",Temperature controlled
SKU0367,Personal Product 495,Personal Care,C,S006,PT Frozen Express,WHDPS,Denpasar - Tabanan,BATCH5631,28/03/2025,09/03/2025,26/07/2029,165,164,42,31,2,2,"16,14",375,"10,16",172,59,7,"$2,04","$1,93","$334,25","2,95","4,00","96,72%",FIFO,Low Stock,5,10/07/2025,"-1,26%","90,92%",Promotional item
SKU0368,Pantry Product 442,Pantry,C,S005,PT Agro Raya,WHSBY,Surabaya - Sidoarjo,BATCH5895,26/03/2025,14/03/2025,21/03/2030,167,61,22,12,2,1,"14,66",529,"4,16",113,40,5,"$12,63","$14,10","$770,23","7,21","6,00","78,55%",FIFO,Low Stock,1,05/07/2025,"-9,33%","79,47%",
SKU0369,Personal Product 413,Personal Care,C,S010,PT DailyDairy,WHMDN,Medan - Deli Serdang,BATCH3292,24/03/2025,06/02/2025,07/01/2028,169,48,10,18,0,1,"14,80",456,"3,24",320,113,14,"$0,66","$0,59","$31,61","9,25","4,00","83,49%",FIFO,Low Stock,-3,18/06/2025,"6,78%","84,84%",
SKU0370,Meat Product 465,Meat,A,S007,PT Bakerindo,WHMDN,Medan - Deli Serdang,BATCH4111,02/06/2025,12/05/2025,08/06/2025,99,289,24,21,0,3,"35,74",1.327,"8,09",116,45,2,"$7,27","$7,04","$2.101,32","3,71","12,00","82,03%",FIFO,Expiring Soon,-4,14/06/2025,"-8,5%","97,34%",
SKU0371,Household Product 465,Household,B,S006,PT Frozen Express,WHDPS,Denpasar - Tabanan,BATCH3967,25/06/2025,07/06/2025,08/06/2027,76,150,57,22,0,1,"15,85",486,"9,46",55,23,2,"$6,83","$6,82","$1.024,32","3,17","1,00","77,22%",FIFO,In Stock,0,11/07/2025,"-0,16%","61,87%",Promotional item
SKU0372,Beverages Product 287,Beverages,C,S003,PT Prima Distribusi,WHSBY,Surabaya - Sidoarjo,BATCH4641,26/03/2025,04/03/2025,24/09/2026,167,126,14,39,1,0,"13,88",449,"9,08",46,18,2,"$5,51","$5,39","$694,07","3,30","5,00","83,13%",FIFO,In Stock,2,01/08/2025,"-3,72%","63,61%",
SKU0373,Personal Product 191,Personal Care,C,S005,PT Agro Raya,WHDPS,Denpasar - Tabanan,BATCH2929,26/06/2025,27/05/2025,30/01/2029,75,97,13,3,1,0,"9,43",245,"10,29",22,13,1,"$3,09","$2,89","$300,17","2,92","2,00","71,69%",FIFO,In Stock,1,20/06/2025,"2,5%","96,11%",
SKU0374,Personal Product 37,Personal Care,A,S008,PT Hygienic Supplies,WHBDG,Bandung - Rancaekek,BATCH7253,04/05/2025,01/04/2025,04/01/2027,128,190,34,15,1,0,"13,72",346,"13,85",25,11,1,"$22,38","$25,16","$4.251,48","2,17","2,00","71,06%",FEFO,In Stock,2,19/07/2025,"-7,43%","63,21%",High return rate
SKU0375,Dairy Product 103,Dairy,C,S006,PT Frozen Express,WHMDN,Medan - Deli Serdang,BATCH3346,17/04/2025,28/03/2025,08/05/2025,145,204,44,53,3,0,"23,06",810,"8,85",141,49,4,"$3,73","$4,00","$760,41","3,39","8,00","76,18%",FIFO,Expiring Soon,-1,30/08/2025,"-5,61%","77,22%",
SKU0376,Pantry Product 91,Pantry,A,S006,PT Frozen Express,WHJKT,Jakarta - Cengkareng,BATCH5481,08/09/2025,26/08/2025,21/03/2029,1,306,39,24,0,0,"27,34",905,"11,19",419,146,10,"$6,99","$7,00","$2.139,95","2,68","10,00","87,38%",FIFO,Low Stock,0,28/06/2025,"-8,75%","92,04%",
SKU0377,Frozen Product 391,Frozen,B,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH8035,05/04/2025,11/03/2025,21/01/2026,157,470,95,62,0,0,"37,77",1.375,"12,44",179,66,3,"$4,18","$3,88","$1.965,07","2,41","11,00","90,80%",FEFO,In Stock,-1,10/07/2025,"5,89%","73,17%",
SKU0378,Fresh Product 103,Fresh Produce,C,S006,PT Frozen Express,WHJKT,Jakarta - Cengkareng,BATCH4122,19/06/2025,18/06/2025,30/06/2025,82,118,23,19,2,2,"12,56",458,"9,39",133,45,7,"$1,29","$1,28","$152,48","3,19","5,00","77,02%",FIFO,Low Stock,0,21/06/2025,"-6,34%","64,66%",
SKU0379,Meat Product 450,Meat,C,S006,PT Frozen Express,WHSBY,Surabaya - Sidoarjo,BATCH7284,07/08/2025,06/07/2025,15/08/2025,33,78,16,11,3,2,"9,95",296,"7,84",54,24,3,"$10,11","$9,73","$788,81","3,83","2,00","73,11%",FEFO,Expiring Soon,0,19/08/2025,"2,19%","71,92%",Seasonal SKU
SKU0380,Meat Product 149,Meat,A,S008,PT Hygienic Supplies,WHDPS,Denpasar - Tabanan,BATCH6535,10/04/2025,14/03/2025,01/05/2025,152,252,83,50,4,1,"27,11",968,"9,30",165,57,4,"$8,67","$7,99","$2.185,39","3,23","10,00","98,73%",FIFO,Expiring Soon,0,28/07/2025,"-6,18%","97,55%",
SKU0381,Frozen Product 385,Frozen,B,S004,PT Nusantara Supplier,WHBDG,Bandung - Rancaekek,BATCH4742,29/05/2025,15/05/2025,29/11/2025,103,300,23,17,0,0,"21,60",556,"13,89",99,34,3,"$5,64","$6,48","$1.693,05","2,16","7,00","79,16%",FIFO,In Stock,-1,13/08/2025,"3,58%","91,88%",
SKU0382,Pantry Product 87,Pantry,A,S002,PT Indo Fresh,WHSBY,Surabaya - Sidoarjo,BATCH7147,27/03/2025,30/01/2025,11/06/2026,166,292,36,5,2,0,"21,04",580,"13,88",33,12,1,"$9,35","$10,07","$2.730,55","2,16","8,00","90,00%",FEFO,In Stock,-4,03/07/2025,"-7,71%","69,18%",
SKU0383,Pantry Product 25,Pantry,A,S002,PT Indo Fresh,WHJKT,Jakarta - Cengkareng,BATCH2897,28/08/2025,02/08/2025,10/07/2030,12,256,28,45,1,0,"14,92",510,"17,16",48,18,2,"$8,71","$8,49","$2.229,56","1,75","2,00","74,51%",FEFO,In Stock,3,23/07/2025,"2,76%","61,53%",Promotional item
